perimeter,solidity,circularity,eccentricity,major_axis_length,minor_axis_length,Label
3016.1201729774475,0.0320440705767932,0.0060987845182306,0.9067564610155324,687.7640991210938,289.9989929199219,p
3530.7832936048508,0.0453923443574474,0.0054669787087231,0.9427354640351792,655.5997314453125,218.6696319580078,s
3632.2004680633545,0.0393254732799831,0.0056964952376493,0.914013956328099,652.9822387695312,264.90362548828125,p
2241.7484657764435,0.0285471793194295,0.0080742863364736,0.760743606416033,479.0828857421875,310.949951171875,r
3196.4014862775803,0.0320335980839218,0.0059056016521848,0.8799238541698551,621.6456909179688,295.35302734375,p
3067.446949124336,0.0362059021629971,0.0059945553241525,0.9017439388298992,597.9902954101562,258.4936218261719,p
2724.865341067314,0.0306652983788819,0.006852792013725,0.8988195054356339,606.6249389648438,265.89520263671875,r
3544.2753779888158,0.0370270064964875,0.0056075003001959,0.8978381113569628,646.1809692382812,284.53009033203125,p
3151.564699411392,0.0411394171722058,0.0055940589513557,0.9493642707977982,669.4597778320312,210.3291778564453,s
3373.818660020828,0.0336767346887605,0.0059312033826162,0.9192768808866618,729.1004638671875,286.9823303222656,p
2997.898952960968,0.034820668329773,0.006518507241209,0.8948821513967761,600.4043579101562,267.96197509765625,p
2926.0928210020065,0.0287594234822734,0.0066684392515201,0.8228536217093019,578.598388671875,328.7904968261719,r
3928.391375660896,0.0451714620752774,0.0051442920562171,0.9551929547143168,780.6967163085938,231.07359313964844,s
3367.482652902603,0.0326023361107027,0.0060205869743758,0.8884286561733299,658.5819091796875,302.2987976074219,p
3387.715190410614,0.0352196423174465,0.0058695037088307,0.8876673103732766,617.0449829101562,284.1401672363281,p
3377.895985841751,0.0469872491583384,0.0058563202491436,0.9574976014347938,691.7682495117188,199.53448486328125,s
2502.179050207138,0.0361242481819989,0.0078418134766288,0.9101060831405232,570.142578125,236.2530212402344,r
2607.831725001335,0.0281654777201766,0.0070474405998348,0.72068839254191,493.6007995605469,342.1932678222656,r
3783.753854751587,0.0415296109700073,0.00525281351179,0.9104283547838108,653.5686645507812,270.3596496582031,s
3730.902792572975,0.0428750045967712,0.0052627568243056,0.928721179401835,639.4686279296875,237.10145568847656,s
2417.162679553032,0.029367163673331,0.0074557151660104,0.7775774866366233,475.419921875,298.9379272460937,r
2463.06634414196,0.0288386593920498,0.0078939903806982,0.7919676795679162,527.0776977539062,321.81414794921875,r
2832.036912798881,0.0300284318728584,0.006453626640056,0.863071637391224,573.3358764648438,289.58135986328125,r
2492.7362723350525,0.0282223617845426,0.0073158659180708,0.7909278760637389,500.5577087402344,306.29595947265625,r
2737.1496076583862,0.0323803323343099,0.0072577112819614,0.8812962734185881,583.5267944335938,275.7538452148437,r
3600.9931950569157,0.0396037526706132,0.0054879712090481,0.9283153758154612,712.1084594726562,264.7574462890625,s
3762.128525733948,0.0419467366976465,0.0051833042053955,0.9072745656394704,612.4898071289062,257.5757141113281,s
3529.4338787794118,0.0410066617320503,0.0050298153035925,0.92815193267576,635.3668212890625,236.4845123291016,s
3424.883796811104,0.0342624136111672,0.0056351298309188,0.916266420531348,667.5028686523438,267.3812255859375,p
3557.1454352140427,0.0430144927536231,0.0055267750584275,0.946311597551588,718.4613647460938,232.24685668945312,s
3317.860288977623,0.0340148592565287,0.0061095578282499,0.936199635057949,773.8656005859375,271.9895324707031,p
3724.4216887950897,0.0336780739846863,0.0053852702356666,0.9098418548816948,749.7313842773438,311.1049194335937,p
2989.904883980751,0.0344266621499726,0.0061429439936467,0.8951091265919395,624.5006713867188,278.43182373046875,p
3565.386329770088,0.0484990555087735,0.0052664762791144,0.9648111615141572,761.9195556640625,200.3419952392578,s
3430.223642706871,0.0437751755158272,0.0051241901312742,0.9390599400357452,630.0213012695312,216.57199096679688,s
2372.2682394981384,0.0304576693805689,0.0076099510145545,0.8348763693669737,496.4951477050781,273.28955078125,r
3291.781205058098,0.0298034395073333,0.0057359063708724,0.8817612010865833,671.626708984375,316.8036804199219,p
3122.7963596582413,0.034706133398366,0.0058683439644471,0.8906962124140047,586.54443359375,266.6425170898437,p
3779.3203057050714,0.0410963975029866,0.0053720403025377,0.962415553713502,895.4063720703125,243.1754608154297,s
3082.0612951517105,0.0286580770197035,0.0063380183420931,0.8302265557873278,599.8585205078125,334.3768005371094,r
4032.5079135894775,0.0351363132252244,0.0049211030797511,0.9023790363356908,698.594970703125,301.0547790527344,p
3682.366994142532,0.0401892374584433,0.0054950772099628,0.9673893082612622,955.1781005859376,241.94102478027344,s
