perimeter,solidity,circularity,eccentricity,major_axis_length,minor_axis_length,Label_multiclass,Label
0.10238924724950732,0.07197392789300038,0.03305873192622845,0.4501718261658185,0.6990569965507286,-0.13844848996040393,p,0
-0.35438505165095574,-0.30985680159676265,0.4508344415445539,-0.6930734857240454,-0.48589810214097945,0.4604578149527893,r,1
0.6661497431785725,0.9838614274449627,-0.550938757124356,0.7280913255120771,0.5406968439926456,-0.83867638215287,s,2
0.5554162465578436,1.113867742311421,-0.3743899960572828,0.7235908438887176,0.4039756271747884,-0.9261045117655787,s,2
0.6381147629275847,-0.23211324638590392,-0.3983862345632228,0.11248969694096929,1.2212967437054596,0.9516453066547956,p,0
-0.5216461167021887,-0.14129654490682572,0.7512637050626013,-0.4122284314042542,-0.44569874337116894,0.17088509328897322,r,1
0.7595376880819601,0.3113219674998356,-0.522421279007764,0.2183180871090371,0.5924650894227409,0.20855806252587022,p,0
0.5044151979792045,-0.4609332727061527,-0.4244155731469901,0.0,0.9364051602315723,0.8973735385768843,p,0
-0.4258873685052442,-0.35497324581982437,0.37018497967097175,-0.40423230358311607,-0.34039719803680235,0.26725084541911703,r,1
-0.6746384768743904,-0.17977606842468954,0.9605893624038528,-0.7059475809561904,-0.8863685402136421,0.04603016174253961,r,1
0.035123063834826065,0.11226418575141985,0.04297623150704877,0.042451606066047476,0.0255264317515309,-0.001423271869606304,p,0
0.4005719366159097,0.6032193464986423,-0.6803798965419968,0.6577235768203467,0.3895901900898026,-0.7968048233796459,s,2
-0.4238425789909236,-0.7726460450912678,0.3726808267694962,-1.8171227485196002,-0.5122158909604777,1.5471433815202706,r,1
-0.13553007755423124,0.055260410476032154,0.2763881759916455,0.12632076428677072,0.15655923781738615,-0.015884663745772905,p,0
-0.07143539685408626,0.0463301986520667,0.01351604764501768,-0.17579952524779227,-0.3298779839236602,-0.01917855720343947,p,0
-0.48427043295888483,-0.43788516203665967,0.657107144552262,-0.6736481258335246,-0.22702405372961967,0.7140351288239107,r,1
-0.38310754924368623,-0.35170259080765337,0.4948476089114863,-0.5755217583836132,-0.4547549801704882,0.35780167599946894,r,1
0.5596140164891786,0.3227748879494868,-0.24222320334998526,-0.332439533541909,0.13143273920773124,0.6447077934756292,p,0
-0.4049639949242935,-0.3948620152018335,0.5980564818731802,-0.9819582219762363,-0.3839789700809895,0.8907482642549769,r,1
-0.49744095473638783,-0.17030680130867765,0.32952630686446066,-0.21800823309566972,-0.49553053440914135,-0.12300117929133182,p,0
-0.6264929001548014,-0.22830750371314806,0.8185452604629333,-0.3173344360315186,-0.46838005804500765,0.03013800051545184,r,1
0.8348093805514418,0.6685600560108439,-0.8510614059770365,0.909655552414239,1.3472422543343818,-0.7386549830916183,s,2
0.2916149280547794,1.5031164102834713,-0.4104655824178899,1.1636372147528988,1.2059005333454893,-1.5793816139890506,s,2
0.724166971154948,0.8873487925379389,-0.4752064994809546,0.9421777304604212,1.432367233441218,-0.7748712541880463,s,2
-0.7891263411981334,-0.7616698740082529,0.7482571123364992,-2.149716435635998,-1.1176906596161735,1.0326755855454808,r,1
-0.18521012569693537,-0.3964108197298702,0.28043697694906117,-0.519068952551781,-0.0353703788120527,0.7242498223253125,r,1
0.3404323670701116,0.08236273184579686,-0.22649756330373713,0.31676405951738135,0.5476774399416511,-0.007340034207258499,p,0
0.7991951779542212,0.9192071798997622,-0.5895456383399911,0.19744820548630523,0.14205163270577867,-0.14446022039471115,s,2
-0.6071709184251682,-0.2658905512240096,0.8971027919062817,-0.8281805642363466,-0.6707839115041558,0.40841592277594246,r,1
-0.7923945881365393,-0.4059394977952272,0.6994305478367598,-0.37580194490362834,-0.5668778775584629,0.0043735307670079585,r,1
-0.602504115143739,-0.22319147422868862,0.86702831345911,-1.6081988935834999,-1.0383157830757777,0.7112204493802863,r,1
-0.3339000838431344,-0.2678341745506922,0.45839740029742965,-0.2970754572571976,-0.21028217167342844,0.2588230516310927,r,1
0.03009187256592536,1.0378599501570411,-0.3734828358990213,0.480931047448219,-0.5494333773989151,-1.1829685340081066,s,2
-0.3773994853852305,-0.4382488750073032,0.49905063806318894,-1.6608055578787488,-0.8524957833796781,0.9853477347453579,r,1
-0.4674487225179224,-0.5974929537949151,0.31839161646375713,0.13334360695359085,0.5053258573794654,0.2805851159376147,r,1
0.5015384388984349,1.5176083939164866,-0.17844852875042488,1.0759064394086537,1.1075230584552733,-1.361773779121077,s,2
1.0936143243271428,0.8059064768702409,-0.7427750862647008,0.9628485598211571,1.8823369953351263,-0.551480986855978,s,2
0.18765993238871068,0.7992669977999723,-0.49739229528751644,1.0707473538710104,1.180828736837307,-1.3035036667369555,s,2
-0.6596003622651142,-0.5574044689705051,0.6192027183311444,-1.234507692083889,-0.7149443102216955,0.766967971697008,r,1
-0.3793119000808826,-0.4739240459232478,0.47771886252239254,-0.9407884853525805,-0.4671808664205072,0.753410651109393,r,1
0.3850370582018298,0.8584006008904986,-0.6928023241306577,0.6588112867826691,0.07370196471714455,-1.0306490788250817,s,2
